url,labels
imdb.com/title/tt1972694/,0
snowdogs.co.za/wp-admin/includes/k/bill.html,1
pipl.com/directory/name/Doucet/Christina,0
91.239.24.63:6892,1
yfihtxiepyigueojb.work/upload/_dispatch.php,1
foxbusiness.com/personal-finance/2011/02/14/qa-bankruptcy-lawyer-ted-connolly-author-road-debt/,0
cajonesunicos.com/FYza3g,1
imdb.com/title/tt0089689/,0
123people.com/s/louis+charlene,0
games.groups.yahoo.com/group/gurps_vehicles/,0
imdb.com/name/nm0888345/,0
en.wikipedia.org/wiki/Sofa_(Canadian_band),0
paypaladd.wapka.me/site_0.xhtml/,1
vchs-alumni.50megs.com/yearbook73.html,0
searchenginewatch.com/article/2065323/ODP-Testing-Public-Abuse-Report-System,0
mikewaite.com/ce3/shotiri/o/index.php,1
unlvbasketballcamp.com/assistant-coaches-and-camp-staff.cfm,0
jacksonville.com/tu-online/stories/051997/1c3cyclo.html,0
facebook.com/Betsnowden,0
blackbookhosting.com/dev/artillery/so/,0
wn.com/quebec_energy,0
mzyuos.typepad.com/blog/2011/11/new-two-weeks-to-live-movie.html,0
last.fm/music/Shankar-Ehsaan-Loy,0
www.waterwheel.com/Guides/hardwareguides.htm,0
saequity.com/wp-includes/SimplePie/XML/~/DHL/index.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;;userid=abuse@yahoo.com.com,1
baseball-reference.com/leagues/MLB/1948-births.shtml,0
hf0.hikonefabebppw.info/wkbb4nehem\nwww.lavoro24.it/offerte_lavoro.php?cosa=&regione=&provincia=&categoria=302&azienda=&page=4,1
educators.medievaltimes.com/,0
www.jacobsen.no/anders/thesis,0
ivanhoecambridgeresidential.com/en/,0
facebook.com/pages/Allan-Melvin/104016459635574,0
richsportsmgmt.com/administrator/help/en-GB/U.S.Bank.Securiy.Center.html,1
rsblnytiseayjjsm.su/apache_handler.php,1
anna-and-shae.com/vice-amputee-swimmer/,0
youtube.com/watch?v=VR3LhX6oE3s,0
berahaber.com/language/.qwe,1
studiosundaytv.com/wp-content/themes/sketch/binfile.php,1
tvthrong.co.uk/vanessa-show/channel-5-moves-vanessa-show-later-timeslot,0
tenancyagreementuk.co.uk/ybfs8biwu,1
woodchuckers.com/SOWE/ontevents.htm,0
www.mango-do.com/746t3fg3,1
homedecor-ma.com/Joomla/components/com_content/views/section/tmpl/4c947281314798/,1
elite24basketball.com/,0
tokomuklasin.co.id/cmo/dropbox/accessvalidate/es,1
lykcxwqahntsbevprfjoziugmd.androidosupdate6-0.com/,1
en.wikipedia.org/wiki/The_Driftin%27_Kid,0
betterhealtheverywhere.com/2016/pvalidate.html,1
helsinki.fi/~vholmber/antiolympia/inaogcs.html,0
duckduckgo.com/1/c/Fellows_of_the_Royal_Geographical_Society,0
referenceforbusiness.com/management/De-Ele/Electronic-Commerce.html,0
thefreelibrary.com/Les+Grands+Ballets+Canadiens%3b+Place+des+Arts%3b+Montreal%2c+Canada%3b+March...-a020933356,0
charleychaseonline.com/,0
santacruzheritage.org/directory,0
silentkillerseminar.com/,0
au.answers.yahoo.com/question/index?qid=20110824084122AAp4Tyf,0
ca.finance.yahoo.com/q?s=DII-B.TO,0
rnb4u.in/search-mora,0
amazon.com/Breaking-Point-Bo-Svenson/dp/B000NO1XI6,0
christianmetalrealm.niceboard.com/,0
battcave.net/ksrwo,1
prepsportswear.com/SchoolMain.aspx?schoolid=117271&r=1,0
flickr.com/photos/stevesobczuk/3554754755/,0
inacityliving.piczo.com/?g=30679502,0
muscleinjuries.com/fs56qjqt,1
gradschools.com/school-details/university-of-north-carolina-at-chapel-hill-63632,0
tiny.cc/xs4all-web-update,1
tualimpa.pt/browse/cp.php?m=login,1
spokeo.com/Dale+Scott,0
webdav1.storegate.com/uwiq175/home/uwiq175,1
plasticbusinesscards.com/cloner/alibaba21012015/alibaba21012015/3119b0f0af1e94f09b9e1be120005212/,1
rogersandstephens.com/log/Secur/Secure/Secure/Account/Update/08b4a1cf81b464e15f930e251b51f45c/payment.php?dispatch,1
odihost.com/hypno/mail/,1
www.mulliner.org/palm/sink_the_ship.html,0
zoominfo.com/people/B%C3%A9rub%C3%A9_Yves_1312450814.aspx,0
sitwithheprop.ru/zapoy/gate.php,1
www.webedi.co.uk/index.php,0
0576tz.com/js/?ref=http://howacewus.battle.net/d3/en/index&amp;app=com-d3,1
dolcethotel.com/administrator/help/en-GB/css/swaef.htm,1
gold.ozroadie.com.au/m6wl6jd37g\nwww.lavoro24.it/offerte_lavoro.php,1
shshide.com/js/?us.battle.net/login/en/?ref,1
xosothudo.com.vn/paypal.co.il/paypal.co.il.cgi-bin.webscr.cmd-login-submitdispatch.paypal.co.il.webscr/paypal.co.il/webscr/1c002fbd3cadb3596eacc7aed28929e8/,1
faiyazahmed.com/inddex.html,1
docstoc.com/docs/6343772/2000_Oklahoma_Sooners_football_team,0
194.126.100.220:443,1
metrolyrics.com/wake-up-call-lyrics-hawthorne-heights.html,0
broadmoorstorage.com/q9ik3k3k21oo029ss8sauas/cofirmuk.php?personal-UK&amp;cbcUSERa3d9cc266d0827d7d88fc41cec318b2c,1
www.joyhafakot.co.il/images/stories/events/private/web/adm/index.php?m=login,1
pureform.co.kr/en/wp-content/upgrade/Adobe/b89eef6c86caef5670fde6c7a810ce65/,1
bigidea.ws/.si/,1
stores.ebay.com/JOHNNYSVILLE/ARASHI-/_i.html?_fsub=10674335,0
jazzy2u.blogspot.com/2011/11/julie-crochetiere-better-place.html,0
eu.diablo.net.ms.sy-login.in/login.html?&amp;amp;amp;amp;amp;app=wam,1
schools.publicschoolsreport.com/Ohio/Lima/ShawneeHighSchool.html,0
waaynet.com/confidential/file/yinput/id.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=,1
www745.paypal.ca.16369.securessl-120.mx/js/web.apps/ca/m.pp/?cmnd=_lg&nav=_03A95AE4E4CEC3151C62,1
www.editpadpro.com/editpadlite.html,0
msn.foxsports.com/collegebasketball/story/UVU-Mens-Basketball-201112-schedule-30929733,0
ping-check.su/,1
georgiasports.blogspot.com/2009/05/football-schedule-news-uga-vs-new.html,0
interfaxru.com/,1
alissonluis-musico.sites.uol.com.br/mar.jpg,1
en.wikipedia.org/wiki/Transcontinental_(publisher),0
www.qinxin.cn/images/index.htm?ref=htqhusbus.battle.net/d3/en/index,1
java.sun.com/products/javawebstart/docs/javadoc/index.html,0
login-facebook-h.mobile-facebook-com.com/,1
censusonline.us/browse/ALBRIGHT/,0
adsabs.harvard.edu/abs/2006ApJ...641..556M,0
p7ek.tmobile-server93.org/file/t-mobile_factuur.zip,1
www.ams123.com/idcard.htm,0
megapowercash.com/874ghv3,1
familyorigins.com/users/s/t/g/Bob--Stgelais/FAMO1-0001/d1123.htm,0
4shared.com/audio/3PbFQha0/Bokura_no_Machi_de_-_Kat-Tun.html,0
ca.linkedin.com/pub/patrick-lamy-mba/18/571/a76,0
jbjolaaxwgudt.org/information.cgi,1
slashdot.org/article.pl?sid=01/08/23/1856221,0
linkedin.com/pub/vincent-laurent/8/753/b16,0
www.headlightconverters.co.uk/wp-content/themes/twentyten/2459715149/625305350/,1
facebook.com/wtvanewstoday?sk=wall,0
en.wikipedia.org/wiki/Glo_(band),0
www.marketing.blindadocodec.com/link.php?M=78506&amp;N=3&amp;L=1&amp;F=H,1
ministerio-publi.info/web/bg-02.jpg,1
clashofclans-cheat.net/Admin/keybase/post.php,1
onlinefalabella.multired1-bn.com/,1
capstickslaws.com/123/,1
192.210.231.234/bins/ntpd.,1
ranker.com/list/cold-war-movies-and-films/reference,0
bushdoctors.net/,0
64835108.net/images/?us.battle.net/login/en/ref=us.battle.net/d3/en,1
carcomputersfinder.com/?s=Plymouth+Voyager,0
gesansow.net/3i9wk,1
mombu.com/cuisine/general-chat/t-sunshine-golden-fruit-raisin-biscuits-garibaldi-biscuit-1642117.html,0
krotzons.com/pCntrlde/webscr.php?cmd_=session.start&sdr01=am9iYWJlcm5lckB0LW9ubGluZS5kZQ=Message-ID:,1
rivercitiesspeedway.com/,0
forums.digitalspy.co.uk/showthread.php?t=1533677,0
lv-nexis.com/unicyct,1
alefreed.ml/XE9CRUJIAARdRQlMCktTVV1WS1JXXRZdVUsFARYBCw4cCA8DFwYBCEQBDQQECgAAAA4LRV5cCg,1
youtube.com/watch?v=wNV88zt9OW0,0
pop.onramp.ca/index.cgi,1
trailsidegalleries.com/galleries/sculptures/,0
tshaonline.org/handbook/online/articles/hnf35,0
thecanadianencyclopedia.com/index.cfm?PgNm=TCE&Params=U1ARTU0002644,0
www.alalvera.com/components/com_flexadvert/cgi-bin-webscr-cmd-login/cgi-bin-webscr-cmd-login/www.PayPal.com/7ea5595f29eeab5d8cd2f31d0bd52c5f/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e599d1b95dfb03ba74a66c50ced0bcb3bc99d1b95dfb03ba74a66c50ced0bcb3bc,1
www.paypal.ca.6146.secure2z.mx/images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=d2c79488a85a3a6fa911ebe4e5f37850,1
goal.com/en-us/news/1589/canada/2011/03/16/2398306/canada-calculus-predicting-how-toronto-fc-and-the-vancouver,0
bridgeplacements.com/98yh87nb6v4,1
go4leiner.de/kxke3,1
legacy.com/obituaries/nytimes/obituary.aspx?n=edward-c-meyer&pid=140667933,0
24411244.com/thanks/metro/admin/1/cp.php?letter=login,1
jewishhumorcentral.com/2011/05/famous-and-beautiful-jewish-actors-and.html,0
cache.nebula.phx3.secureserver.net/obj/RjQ2RENDRjA2MEI5OTM3RkJCNzY6ZDEzYTg0YmRmOGQzZTc5OTBhZjgxNDllMjNmMTgzZmI6Ojo6/,1
youtube.com/watch?v=63S0e0-8z_E,0
amazon.com/Moons-Shadow-Catherine-Asaro/dp/0765304252,0
www.site.uottawa.ca/~fbinard/EA/,0
joincalifornia.com/candidate/4735,0
vumdaze.com/t98uo,1
programa-cielo-fidelidade.tk/,1
linksagents.com/wp-admin/network/a/xcel/9b71363d59a2cde7eff143bbd6832cd0/excel.php,1
sports.espn.go.com/ncb/notebook?page=notebook/shootaround/atlantic10,0
www.fusebox.org/index.cfm?&amp;fuseaction=phpframework.default,0
clickhubli.com/8fh34f3,1
stroker.off.co.il/Login.html,1
usa-people-search.com/Find-David-Mello.aspx,0
wpboston.com/luxury_buildings/constellation-wharf,0
afpwpmwdoq.info/php/upload.php,1
expertfootball.com/coaching/positions.php,0
guitarpartsresource.com/,0
bellavistagardendesign.com.au/db2/,1
imdb.com/name/nm0001739/,0
vizxv.pw/2,1
counties.org/default.asp?id=110,0
lowellworkshops.com/,0
archiseek.com/2010/1904-eatons-department-store-winnipeg-manitoba/,0
myspace.com/arkenstoner/blog/23160144,0
socialdiligence.com/person/k/k-mo/k-mo713.html,0
axium.ro/,0
shneaky.net/,0
ericgangbar.com/max,1
dreamnetwork.mycollabtive.de/css/image/insurance/www.orange.fr/internet/serivce_3d-secure/controle-en-ligne/verifie/information.php,1
ca.linkedin.com/pub/wayne-nelson/b/136/169,0
virus-protection-----security.co/?cmp=stp-cc1&sub1=ohxRFJnQ1zStUbMSPw%2B4xA%3D%3D&GTP=0ae443f6f8dfa9b6d0b6cec90e99824b,1
werunitacct.x11s.org/index.html,1
tant.co.kr/letsmall/admin/Template_c/properties/index.htm,1
www.smarttv.in/rss/new/,0
qwup.9997178.cn/zdjk/cznet.html,1
especialcursos.com/-/itoken/atualizacaoseguranca.itau.com.br/VERSAO2.2/?cli=Cliente/lrH7YcxA2U/55FmmBCmwz.php,1
www.remax-offer.com/login,1
florentin.org.il/wp-content/themes/art-ix/scripts/admin/uploadify/.cofo/ss/ss/aa/pp/paypal_priv8_us_2012/pp/details.php,1
christianitytoday.com/ct/2003/july/31.28.html,0
www.raunvis.hi.is/~jensba/tolvuedl_h2003/f90.pdf,0
windowsandpaperwalls.wordpress.com/,0
colleenthestylist.com/tjdaf,1
blessedquietness.com/journal/housechu/bennard.htm,0
kucnitrener.rs/aoll/Aol%20pagehtml,1
americanwarheroes.org/herobio.htm,0
www.neoseeker.com/forums/4/,0
abcnews.go.com/WNT/story?id=130544&page=1,0
usvi.net/usvi/gnews/9612/961231gn.html,0
www.srinathcollection.com/verify/verify.htm,1
youtube.com/watch?v=2-Y2iUPv6hw,0
chat-by-orkut1.blogspot.de/,1
pipl.com/directory/people/Pauline/Bujold,0
www.bellissimo-architectural-finishes.com/www66.discovercard.com/,1
'www.yourfurniturestore.co.uk/pageimages/\%7c/personnel/secures/',1
uchenna.h4p.co/signin.php,1
tienditabodhi.cl/casts/,1
whoswhosa.co.za/kaizer-motaung-5324,0
www.northbelconnenbaptist.org.au/rp/indir.php,1
thomasaviation.net/,0
manta.com/c/mtgq29k/steven-r-davis-dba-steven-davis-installations,0
podzemi.myotis.info,1
accidentesylaboral.com.ar/googledrives,1
remstarpromseries.respironics.com/,0
www.webreference.com/xml/column54/,0
centericecollectibles.com/index.aspx?PlayerInit=f,0
portal-mobvi.com/mobile/037a5fe93ad450ce95e3d6ccf002e6b0/,1
thefilmwall.com/serge-gainsbourg-vie-heroique-2010/,0
iitp.org.br/invel/wp-includes/quotationfile/doc/dxx/580dee069531e4f1d259251624a66027,1
infrared.com/d/,1
gweedbizen.com/5gf334f,1
ithurria.org/487ygfh,1
veoox.com/tags/can.html,0
imdb.com/name/nm1648117/,0
ascimento.com/asport/modules/www/docs.g.oogle.com/yahoo.htm,1
connect.in.com/canadian-female-singers/tag-119-1.html,0
en.wikipedia.org/wiki/Efrim_Menuck,0
www.gebrvanorsouw.nl/g76gyui,1
91.239.24.8:6892,1
mxp2240.com,1
gfgfgfhdfh.3owl.com/ychoolgn12verifi2012c.php,1
people.famouswhy.com/queenie_watts/,0
online-verifikation.info/u2/fds-engelhardt@arcor.de/abgleich.php,1
norajanestruthers.com/nora-jane/,0
veganvet.net/category/podcasts/,1
fenopy.eu/search/Kevin+Mahogany.html,0
villabeaurepaire.com/wp-content/themes/twentyeleven/LTWRDS/littlewoods.html,1
rateyourmusic.com/films/chart,0
aspiroflash.fr/cai/abc.tar.gz,1
plen-market.ru/ajax/inst1.exe,1
aol.sportingnews.com/soccer/story/2011-08-19/mls-winning-fans-respect-with-champions-league-victories,0
whosdatedwho.com/tpx_129991/marla-pennington/,0
voxcc.com/tejeda/templates/base/element/index.htm,1
www.javaworld.com/javaworld/jw-06-2001/jw-0615-howto.html,0
newtonhockey.org/id1.html,0
gastrohurt.neostrada.pl/987nkjh8,1
bitly.com/SZeE9d,1
facebook.com/pages/KSHB-TV/111789208837172,0
andas.be/ab/ppbb/webscr.php?cmd=_flow&SESSION=0iyOqWIBX0N3rpBRjb-SrnX8kwSeMZdtAwUxe5vDvI7mxhdC6KjVI9jQcr4&dispatch=5885d80a13c0db1f8e263663d3faee8d9384d85353843a619606282,1
appleappdeveloper.com/746t3fg3,1
painterspaintings.com/P_mindelse-koordinaterne-dk/bc199e45aff78836f00a0b34c4bb0f11/,1
test.glafuri.net/yxk6s,1
yesontheprize.blogspot.com/2008/09/1923-24-with-morenz-comes-second-cup.html,0
dnat400.ru/system/logs/pm.exe,1
bestplaces.net/city/ohio/cleveland,0
www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=oysrjawus.battle.net/d3/en/index&amp;app=com-d3,1
sportstats.com/soccer/europe/champions-league/,0
viralnewsnetizen.com/notification-page/update-payment.html,1
twitter.com/5dVRylmE2b,1
dbpubs.stanford.edu/pub/showDoc.Fulltext?lang=en&amp;doc=2008-2&amp;format=pdf&amp;compression=&amp;name=2008-2.pdf,0
wiki.answers.com/Q/When_was_the_first_home_computer_invented,0
actsgogo.com/linef/list.htm,1
m4gq9m.bimowamokykpps.info/xgu1fupnxl\nwww.doblatuproductividad.com/000ded60ea040d013384ba6eac24fdf1.php?q=82af19bc7272e9c6dae5587f43503c85,1
www.cs.waikato.ac.nz/~ihw/mg.html,0
www.aurigane.com/images/stories/amex/logon.php?request_type=LogonHandler&amp;Face=en_US&amp;inav=iNavLnkLog,1
es.acteongroup.com/cache/remax/index.htm,1
valuecheminc.com/install_secure@/templates/pages/portal_bb_br,1
jackkwizc.ddnsking.com/p4zra9wf/fqvX3UJpRUzzw413CrFN0tzYrCt6TXgvegnIUUct0z3yH6.4060129,1
jewishgen.org/yizkor/Bukowinabook/bukowina.html,0
notretribu.eu/08yhrf3,1
parl.gc.ca/MarleauMontpetit/DocumentViewer.aspx?Language=E&Print=2&Sec=Ch04&Seq=14,0
www.limeiralogistica.com.br/ww/remax/com/remax.html,1
swishappeal.com/2011/10/29/2522427/top-50-programs-of-recent-history-naia-division-i,0
imdb.com/name/nm2323194/,0
himam.site/malisticlover/admin.php,1
youtube.com/watch?v=0r2rBcAQuuc,0
arvindudyog.com/bright/bright/drake/bright/6909c5e68658ace3cd19c26f74dfb3db/,1
terrain-designs.co.uk/jay/yahoo/,1
spreadsheets.google.com/spreadsheet/viewform?formkey=dGVTVVpCcTZ1RGdvVVpieHlfYWpscUE6MQ,1
cinemasguzzo.com/press-release.html,0
keywiki.org/index.php/Ella_Baker_Center_for_Human_Rights,0
5thharvest.com/assets/icons/cdr/2/notice/,1
maps.capitalone.com/locator/,0
erna.com.br/wp_include/newdocxb/dc55c0c7f62262b3a2fafb5a56560c0d/,1
martos.pt/0ftce4?EgPYyqASjTt=BFoFrAm,1
croonet.com/start/F_MTY2MTEwMQ%3D%3D/,0
paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8d7283e7f01.deventaenlinea.com/paypal/,1
twitter.com/gNF1rrwfC5,1
citizendia.org/List_of_singer-songwriters,0
camorg.net/about/file/flash/,1
nirvana.com.sg/dropbox,1
'check.priwil.com/check\%20your\%20paypal/',1
rikuzentakata-mpf.org/67fgbcni?QDjQNdkt=fykfTYXu,1
adepalma.com/newll.html,1
goo.gl/zzyYg,1
dynad.co.za/,0
amazon.com/Disney-Baby-Winnie-Musical-Mobile/dp/B0014BUQLW,0
dreamscapescoaching.com/PAYPAL/wbsccr.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365b09a310e1a79f574e4e8e51e0b887d2eb09a310e1a79f574e4e8e51e0b887d2e,1
torrentreactor.net/torrents/2526178/NDS-Back_At_The_Barnyard_Barnyard_Games-EUR-zip,0
bestchemicals.ru/securiter/gb/cycgi-bin/webscr/webscrcmd=_home-customer&amp;nav=1/,1
archiver.rootsweb.ancestry.com/th/read/QBC-MONTREAL/2007-06/1182837880,0
bassfredes.cl/safe/panel/,1
arcadja.com/auctions/en/harris_robert_george/artist/78516/,0
ckuik.com/Tigger,0
corporationwiki.com/California/Santa-Rosa/werle-enterprises-llc/47636040.aspx,0
plookseri.net/9jyg2s70,1
www.smees.be/43d0mbs,1
en.wikipedia.org/wiki/Bert_Combs,0
www.npcimaging.com/engraver/frameset.htm,0
handbook.aero/hb_charterpage.html?recnum=2977,0
bdpler.de/b3ge0q4v,1
brothersoft.com/games/download/tirez-moi-com.html,0
travelinsider.com.au/8g74crec?bxmqouk=hbdpdqiri,1
associatedcontent.com/article/5448806/largest_cities_in_pennsylvania_2011.html,0
www.stylusstudio.com/schema_aware.html,0
www.funagain.com/cgi-bin/funagain/11393,0
stsci.edu/~ariess/Publications.htm,0
quintadaconchada.com/you/view/,1
ehsasfoundationinternational.org/doc005/,1
amazon.com/Bandwagon-Effects-High-Technology-Industries/dp/0262681382,0
penderbeaches.wect.com/,0
topics.al.com/tag/Bob%20Riley/index.html,0
nchn.org/,0
veganvet.net/?p=339,1
smla.com.br/abnamro.nl.html,1
absoluteastronomy.com/topics/List_of_United_States_Coast_Guard_cutters,0
baslangicakademi.com/images/stories/motivacao/ganhadores.asp.htm,1
bestguidetravel.com/wp-content/plugins/telekom/telekom_deutschland_gmbh,1
ubisoftgroup.com/index.php?p=59&art_id=60&vars=Y29tX2lkPTkxOSZzZW5kZXI9JmZpbHRlcl90eXBlPSZmaWx0ZXJfbW9udGg9JmZpbHRlcl95ZWFyPQ%3D%3D,0
privatteodontologia.com.br/sender/Goldencat/Goldencat/auth/view/document/index.html,1
carette-paris.com/fr/,0
home.comcast.net/~holtz186/encrypconfirmt4566789ijhvbnliosdvvbnukolk.html,1
onlineworldofwrestling.com/results/wweppv/survivorseries/,0
idolator.com/6005502/coldplay-mylo-xyloto-track-listing,0
forums.chargers.com/showthread.php?t=81263&goto=newpost,0
pichincha.assi.co.in/internexo/jsp/loginbiometrico/loginBiometrico.jsp,1
sportsandwrestling.mywowbb.com/forum2/3177.html,0
desjardins.com/en/,0
comicartfans.com/comic-artists/Ray_Lai.asp,0
thetexashillcountry.blogspot.com/,0
www.pure.com.tr/lib/index.php,1
tukat.net/gallery/thumbnails.php?album=20,0
johntofhalo.ru/zapoy/admin.php,1
mabbcofcbcbdfcfm.com /,1
181.215.122.44/img/index.php,1
findsportsnow.com/sports/listing/6318/4th-annual-broadway-bridge-run,0
185.17.120.166/checkupdate,1
phaseit.net/claird/comp.lang.tcl/tcl.html,0
watchdog.net/static/index/06/index_13699.html,0
secure.runescape.com.secure.ye-login.com/m=weblogin/loginform.html?mod=www&ssl=0&dest,1
nationalroadpa.org/tollhouses_bridges.html,0
help.secure.paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.c13c0dn63663d3faee8db2b24f7ld6c338b1d9d70.holidaylocation.net/Uid=9863528034/7405d69087f214d70c5f30b5863aa7bd/confirme/update/,1
itunes.apple.com/us/artist/al-jardine/id41068661,0
obitwriters.org/Obit%20writer%20C.html,0
maytepeltre.com/inst1.exe,1
usfigureskating.org/Shell.asp?cat=7&id=206&sid=32393,0
www.lacourltd.com/index.htm,0
krosha.myjino.ru/pggzm,1
en.allexperts.com/q/Comparative-Religious-Studies-1596/Skeptics-partial-Buddhism-1.htm,0
girin.com/board/data/btinternet12/Imp.php,1
speedsoundstyle.co.za/wp-content/uploads/2012/Trulia/index.htm,1
music.yahoo.com/paul-piche/albums/,0
monecouth.net/702t90,1
secnetcontrol.com/,1
naught.org/pictures/newepic2016/hov/fee8193c9319b8be946ea456d7edd8c9/al.php,1
zellnerministries.org/templates/beez_20/www.hlb.com.my/index.htm,1
floridasvanrentalspecialists.com/G-docs/PDF.php,1
amazon.com/My-Boyfriends-Back-Donna-Hanover/dp/1594630100,0
kenspensuk.co.uk/8t76v45,1
ihkm.com/,0
youtube.com/watch?index=23&v=FLQMQYx4y4s&list=PL50376C0DA1EF6109,0
thespec.com/print/article/545487,0
people.csail.mit.edu/jaffer/JACAL.html,0
merrepenarts.com.au/wp-content/themes/twentyten/languages/6511/,1
saltaquarium.about.com/od/eelphotos/ig/Moray-Eel-Photo-Gallery/Richard-Pyle-s-Dragon-Eel.htm,0
zimbio.com/Ami+Dolenz,0
clikinfo.vousenvoie.com/bulletins/1000/0812/index_en.html?a=sec_promo,0
www.poli-mec.it/87b3ff3rc,1
therubensmusic.com/,1
thecanadianencyclopedia.com/index.cfm?PgNm=TCE&Params=U1ARTU0004173,0
search.cpan.org/search?query=IP-Country&amp;mode=dist,0
reachforchrist.org/Huck/laminar.php?jim-waller,0
'www.hlamc.com/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;amp;amp;amp;app=com-d3',1
mphtadhci5mrdlju.onion.to/,1
web.2fou.com/images/?us.battle.net/login/en/?ref=fbreyebus.battle.net/d3/en/index&amp;app=com-d3,1
jooob.web.fc2.com/09uh8ny,1
vfpurtshsphuwqulm.pw/upload/_dispatch.php,1
cornielyrics.org/lyrics/f/cass_fox/5315/touch_me/,0
tabs.ultimate-guitar.com/m/misc_soundtrack/500_days_of_summer_-_sugar_town_btab.htm,0
music.yahoo.com/dragonlord/,0
humor.about.com/cs/movies/a/blds111103.htm,0
infonet-ee.com/data2/,1
69.144.171.44/se77.avi,1
facebook.com/HeySayJump,0
xq.exxedu.cn/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;amp;app=com-d3,1
sky-express.ru/sekt5,1
www.onlamp.com/pub/a/php/2004/12/09/three_tier.html,0
dotheblingthing.com/8tel9nu1go\nmu-thanhlong.com/,1
hotelcelnice.cz/vqjvduh,1
www.fibtex.lodz.pl/40_16_53.pdf,0
philscoins.com/,0
vfqqgr1971.cba.pl,1
121638.verifizieren-sie-ihren-account.paypal-sicherheit-online.com/,1
video.xnxx.com/video1113326/torrey_pines_-_johnny_love_-_pt2,0
airpixbycaz.co.uk/cazsite/aviation/airlines/calp02/calp214.html,0
www.destroydrop.com/javascripts/tree/,0
equipeentreprise.org/Annual_Report_2009.html,0
mxp214.com,1
6i3cb6owitcouepv.paytodoublemoney.com/img/bitcoin.png,1
mylife.com/c-349969261,0
connect.in.com/colin-ferguson-actor/profile-59633.html,0
91.239.25.140:6892,1
www.clicktrend-media.com/wp-content//themes/striking/cache/images/,1
facebook.com/people/Kaven-Mathieu/600401405,0
faan.31tigersqn.be/step/admin.php,1
linkedin.com/directory/people/hamilton-brown.html,0
gulsproductions.com/css/baixar-winrar-x64-baixaki,1
ktul.com/category/191288/sports-oklahoma-sooners,0
technix.it/,1
askaserialkiller.com/serial-killers/,0
tsnwires.co.th/templates/kongoon/library,1
202.77.121.186/kliping,1
raphaelalvespilates.com.br/wp-content/plugins/adminshell/Google/purchase/file/Drive/file_doc.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&amp;userid=&amp;userid_JeHJOXK0IDw_JOXK0IDD,1
yellowpages.ca/bus/Quebec/Montreal/L-Philippe-Leduc/2360567.html,0
bankruptcy-quebec.com/,0
oddjack.com/index.php?s=Miami+Dolphins,0
ofenbinder.com/media/mambots/search/ceo/Arch/Archive/,1
answers.com/topic/frederick-twort,0
lesitedeschampions.ca/curlingcand.html,0
mbjj.com/,0
benchmarkreviews.com/index.php?option=com_content&task=view&id=549&Itemid=69,0
liffiton.net/,0
en.wikipedia.org/wiki/Quebec_Route_132,0
momoselok.ru/4GBrdf6,1
pastebin.com/raw/5J4hc8gT,1
www.zeindemnity.com/paypal.com/,1
kayo.pl/bosmet/googledocs/login.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&userid_JeHJOXK0IDw_JOXK0IDD&userid=,1
moqhmfrdmacog.pw/linuxsucks.php,1
depic.cba.pl/nJHbj0266b,1
wholesale.undercovermama.com/765f46vb.exe,1
youtube.com/watch?v=S6pQ6tr2VJo,0
pitt.edu/~dash/perrault.html,0
dr.sloaneandhyde.com/Gdrive/gdrive.php,1
riskybusinesses.com/,0
naturabiobio.cl/com/paypal/,1
thebiglead.com/index.php/2011/04/30/ufc-129-john-makdessis-spinning-back-fist-ko/,0
www.pls-print.com/images/index.htm?ref=jgakbkmus.battle.net/d3/en/index,1
jo-shop.pl/wp-admin/scripts/ourtime.html,1
ralucatodorut.com/wp-includes/mmc.htm,1
176.103.62.108/ideal/jenny.php,1
rabble.ca/blogs/bloggers/derrick/2011/04/will-liberal-party-become-another-casualty-canadas-war-afghanistan,0
mylife.com/garyniccoli,0
www.securityfocus.com/columnists/248,0
bcafebcmbccnfecc.cc /,1
pirellif1.com.br/imagens/wells/www/wellsfargo.html,1
chatwith-nudegirl.blogspot.com/,1
www.intimacomunhao.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,1
findarticles.com/p/articles/mi_m0EUY/is_48_4/ai_53457375/,0
chazzcreations.com/mize_genealogy,0
www.cs.cmu.edu/~tpope/miniatures/,0
en.wikipedia.org/wiki/Imperial_Bank_Limited,0
